Operator ID,Operator Name,Operator Type,Service Subcategory,Commission Type,B2B Commission BELOW 5K
2141,"Orchids the International School, Annapoorneshwari Nagarbhavi",education,LPG Cylinder,fixed,
2141,"Orchids the International School, Annapoorneshwari Nagarbhavi",education,Hospital,fixed,
2141,"Orchids the International School, Annapoorneshwari Nagarbhavi",education,Insurance,fixed,
2141,"Orchids the International School, Annapoorneshwari Nagarbhavi",education,Loan EMI,fixed,
2141,"Orchids the International School, Annapoorneshwari Nagarbhavi",education,FASTag,fixed,
2141,"Orchids the International School, Annapoorneshwari Nagarbhavi",education,Municipal Services,fixed,
2141,"Orchids the International School, Annapoorneshwari Nagarbhavi",education,Subscription 2,fixed,
2139,"Orchids the International School, Bannerghatta",education,Prepaid,fixed,
2139,"Orchids the International School, Bannerghatta",education,Postpaid,fixed,
2139,"Orchids the International School, Bannerghatta",education,DTH Recharge,fixed,
2139,"Orchids the International School, Bannerghatta",education,Cable Recharge,fixed,
2139,"Orchids the International School, Bannerghatta",education,Electricity,fixed,
2139,"Orchids the International School, Bannerghatta",education,Broadband,fixed,
2139,"Orchids the International School, Bannerghatta",education,Gas,fixed,
2139,"Orchids the International School, Bannerghatta",education,Water,fixed,
2139,"Orchids the International School, Bannerghatta",education,Landline,fixed,
2139,"Orchids the International School, Bannerghatta",education,Tax,fixed,
2139,"Orchids the International School, Bannerghatta",education,Credit Card,fixed,
2139,"Orchids the International School, Bannerghatta",education,Housing Society,fixed,
2139,"Orchids the International School, Bannerghatta",education,OTT Subscription,fixed,
2139,"Orchids the International School, Bannerghatta",education,Education Fees,fixed,
2139,"Orchids the International School, Bannerghatta",education,Municipal Tax,fixed,
2139,"Orchids the International School, Bannerghatta",education,Clubs & Associations,fixed,
2139,"Orchids the International School, Bannerghatta",education,Cable TV,fixed,
2139,"Orchids the International School, Bannerghatta",education,LPG Cylinder,fixed,
2139,"Orchids the International School, Bannerghatta",education,Hospital,fixed,
2139,"Orchids the International School, Bannerghatta",education,Insurance,fixed,
2139,"Orchids the International School, Bannerghatta",education,Loan EMI,fixed,
2139,"Orchids the International School, Bannerghatta",education,FASTag,fixed,
2139,"Orchids the International School, Bannerghatta",education,Municipal Services,fixed,
2139,"Orchids the International School, Bannerghatta",education,Subscription 2,fixed,
2154,"Orchids the International School, Borivali",education,Prepaid,fixed,
2154,"Orchids the International School, Borivali",education,Postpaid,fixed,
2154,"Orchids the International School, Borivali",education,DTH Recharge,fixed,
2154,"Orchids the International School, Borivali",education,Cable Recharge,fixed,
2154,"Orchids the International School, Borivali",education,Electricity,fixed,
2154,"Orchids the International School, Borivali",education,Broadband,fixed,
2154,"Orchids the International School, Borivali",education,Gas,fixed,
2154,"Orchids the International School, Borivali",education,Water,fixed,
2154,"Orchids the International School, Borivali",education,Landline,fixed,
2154,"Orchids the International School, Borivali",education,Tax,fixed,
2154,"Orchids the International School, Borivali",education,Credit Card,fixed,
2154,"Orchids the International School, Borivali",education,Housing Society,fixed,
2154,"Orchids the International School, Borivali",education,OTT Subscription,fixed,
2154,"Orchids the International School, Borivali",education,Education Fees,fixed,
2154,"Orchids the International School, Borivali",education,Municipal Tax,fixed,
2154,"Orchids the International School, Borivali",education,Clubs & Associations,fixed,
2154,"Orchids the International School, Borivali",education,Cable TV,fixed,
2154,"Orchids the International School, Borivali",education,LPG Cylinder,fixed,
2154,"Orchids the International School, Borivali",education,Hospital,fixed,
2154,"Orchids the International School, Borivali",education,Insurance,fixed,
2154,"Orchids the International School, Borivali",education,Loan EMI,fixed,
2154,"Orchids the International School, Borivali",education,FASTag,fixed,
2154,"Orchids the International School, Borivali",education,Municipal Services,fixed,
2154,"Orchids the International School, Borivali",education,Subscription 2,fixed,
2144,"Orchids the International School, CVRN",education,Prepaid,fixed,
2144,"Orchids the International School, CVRN",education,Postpaid,fixed,
2144,"Orchids the International School, CVRN",education,DTH Recharge,fixed,
2144,"Orchids the International School, CVRN",education,Cable Recharge,fixed,
2144,"Orchids the International School, CVRN",education,Electricity,fixed,
2144,"Orchids the International School, CVRN",education,Broadband,fixed,
2144,"Orchids the International School, CVRN",education,Gas,fixed,
2144,"Orchids the International School, CVRN",education,Water,fixed,
2144,"Orchids the International School, CVRN",education,Landline,fixed,
2144,"Orchids the International School, CVRN",education,Tax,fixed,
2144,"Orchids the International School, CVRN",education,Credit Card,fixed,
2144,"Orchids the International School, CVRN",education,Housing Society,fixed,
2144,"Orchids the International School, CVRN",education,OTT Subscription,fixed,
2144,"Orchids the International School, CVRN",education,Education Fees,fixed,
2144,"Orchids the International School, CVRN",education,Municipal Tax,fixed,
2144,"Orchids the International School, CVRN",education,Clubs & Associations,fixed,
2144,"Orchids the International School, CVRN",education,Cable TV,fixed,
2144,"Orchids the International School, CVRN",education,LPG Cylinder,fixed,
2144,"Orchids the International School, CVRN",education,Hospital,fixed,
2144,"Orchids the International School, CVRN",education,Insurance,fixed,
2144,"Orchids the International School, CVRN",education,Loan EMI,fixed,
2144,"Orchids the International School, CVRN",education,FASTag,fixed,
2144,"Orchids the International School, CVRN",education,Municipal Services,fixed,
2144,"Orchids the International School, CVRN",education,Subscription 2,fixed,
2162,"Orchids the International School, GHANSOLI",education,Prepaid,fixed,
2162,"Orchids the International School, GHANSOLI",education,Postpaid,fixed,
2162,"Orchids the International School, GHANSOLI",education,DTH Recharge,fixed,
2162,"Orchids the International School, GHANSOLI",education,Cable Recharge,fixed,
2162,"Orchids the International School, GHANSOLI",education,Electricity,fixed,
2162,"Orchids the International School, GHANSOLI",education,Broadband,fixed,
2162,"Orchids the International School, GHANSOLI",education,Gas,fixed,
2162,"Orchids the International School, GHANSOLI",education,Water,fixed,
2162,"Orchids the International School, GHANSOLI",education,Landline,fixed,
2162,"Orchids the International School, GHANSOLI",education,Tax,fixed,
2162,"Orchids the International School, GHANSOLI",education,Credit Card,fixed,
2162,"Orchids the International School, GHANSOLI",education,Housing Society,fixed,
2162,"Orchids the International School, GHANSOLI",education,OTT Subscription,fixed,
2162,"Orchids the International School, GHANSOLI",education,Education Fees,fixed,
2162,"Orchids the International School, GHANSOLI",education,Municipal Tax,fixed,
2162,"Orchids the International School, GHANSOLI",education,Clubs & Associations,fixed,
2162,"Orchids the International School, GHANSOLI",education,Cable TV,fixed,
2162,"Orchids the International School, GHANSOLI",education,LPG Cylinder,fixed,
2162,"Orchids the International School, GHANSOLI",education,Hospital,fixed,
2162,"Orchids the International School, GHANSOLI",education,Insurance,fixed,
2162,"Orchids the International School, GHANSOLI",education,Loan EMI,fixed,
2162,"Orchids the International School, GHANSOLI",education,FASTag,fixed,
2162,"Orchids the International School, GHANSOLI",education,Municipal Services,fixed,
2162,"Orchids the International School, GHANSOLI",education,Subscription 2,fixed,
2152,"Orchids the International School, GT",education,Prepaid,fixed,
2152,"Orchids the International School, GT",education,Postpaid,fixed,
2152,"Orchids the International School, GT",education,DTH Recharge,fixed,
2152,"Orchids the International School, GT",education,Cable Recharge,fixed,
2152,"Orchids the International School, GT",education,Electricity,fixed,
2152,"Orchids the International School, GT",education,Broadband,fixed,
2152,"Orchids the International School, GT",education,Gas,fixed,
2152,"Orchids the International School, GT",education,Water,fixed,
2152,"Orchids the International School, GT",education,Landline,fixed,
2152,"Orchids the International School, GT",education,Tax,fixed,
2152,"Orchids the International School, GT",education,Credit Card,fixed,
2152,"Orchids the International School, GT",education,Housing Society,fixed,
2152,"Orchids the International School, GT",education,OTT Subscription,fixed,
2152,"Orchids the International School, GT",education,Education Fees,fixed,
2152,"Orchids the International School, GT",education,Municipal Tax,fixed,
2152,"Orchids the International School, GT",education,Clubs & Associations,fixed,
2152,"Orchids the International School, GT",education,Cable TV,fixed,
2152,"Orchids the International School, GT",education,LPG Cylinder,fixed,
2152,"Orchids the International School, GT",education,Hospital,fixed,
2152,"Orchids the International School, GT",education,Insurance,fixed,
2152,"Orchids the International School, GT",education,Loan EMI,fixed,
2152,"Orchids the International School, GT",education,FASTag,fixed,
2152,"Orchids the International School, GT",education,Municipal Services,fixed,
2152,"Orchids the International School, GT",education,Subscription 2,fixed,
2146,"Orchids the International School, Horamavu",education,Prepaid,fixed,
2146,"Orchids the International School, Horamavu",education,Postpaid,fixed,
2146,"Orchids the International School, Horamavu",education,DTH Recharge,fixed,
2146,"Orchids the International School, Horamavu",education,Cable Recharge,fixed,
2146,"Orchids the International School, Horamavu",education,Electricity,fixed,
2146,"Orchids the International School, Horamavu",education,Broadband,fixed,
2146,"Orchids the International School, Horamavu",education,Gas,fixed,
2146,"Orchids the International School, Horamavu",education,Water,fixed,
2146,"Orchids the International School, Horamavu",education,Landline,fixed,
2146,"Orchids the International School, Horamavu",education,Tax,fixed,
2146,"Orchids the International School, Horamavu",education,Credit Card,fixed,
2146,"Orchids the International School, Horamavu",education,Housing Society,fixed,
2146,"Orchids the International School, Horamavu",education,OTT Subscription,fixed,
2146,"Orchids the International School, Horamavu",education,Education Fees,fixed,
2146,"Orchids the International School, Horamavu",education,Municipal Tax,fixed,
2146,"Orchids the International School, Horamavu",education,Clubs & Associations,fixed,
2146,"Orchids the International School, Horamavu",education,Cable TV,fixed,
2146,"Orchids the International School, Horamavu",education,LPG Cylinder,fixed,
2146,"Orchids the International School, Horamavu",education,Hospital,fixed,
2146,"Orchids the International School, Horamavu",education,Insurance,fixed,
2146,"Orchids the International School, Horamavu",education,Loan EMI,fixed,
2146,"Orchids the International School, Horamavu",education,FASTag,fixed,
2146,"Orchids the International School, Horamavu",education,Municipal Services,fixed,
2146,"Orchids the International School, Horamavu",education,Subscription 2,fixed,
2149,"Orchids the International School, JPN",education,Prepaid,fixed,
2149,"Orchids the International School, JPN",education,Postpaid,fixed,
2149,"Orchids the International School, JPN",education,DTH Recharge,fixed,
2149,"Orchids the International School, JPN",education,Cable Recharge,fixed,
2149,"Orchids the International School, JPN",education,Electricity,fixed,
2149,"Orchids the International School, JPN",education,Broadband,fixed,
2149,"Orchids the International School, JPN",education,Gas,fixed,
2149,"Orchids the International School, JPN",education,Water,fixed,
2149,"Orchids the International School, JPN",education,Landline,fixed,
2149,"Orchids the International School, JPN",education,Tax,fixed,
2149,"Orchids the International School, JPN",education,Credit Card,fixed,
2149,"Orchids the International School, JPN",education,Housing Society,fixed,
2149,"Orchids the International School, JPN",education,OTT Subscription,fixed,
2149,"Orchids the International School, JPN",education,Education Fees,fixed,
2149,"Orchids the International School, JPN",education,Municipal Tax,fixed,
2149,"Orchids the International School, JPN",education,Clubs & Associations,fixed,
2149,"Orchids the International School, JPN",education,Cable TV,fixed,
2149,"Orchids the International School, JPN",education,LPG Cylinder,fixed,
2149,"Orchids the International School, JPN",education,Hospital,fixed,
2149,"Orchids the International School, JPN",education,Insurance,fixed,
2149,"Orchids the International School, JPN",education,Loan EMI,fixed,
2149,"Orchids the International School, JPN",education,FASTag,fixed,
2149,"Orchids the International School, JPN",education,Municipal Services,fixed,
2149,"Orchids the International School, JPN",education,Subscription 2,fixed,
2140,"Orchids the International School, Jalahalli",education,Prepaid,fixed,
2140,"Orchids the International School, Jalahalli",education,Postpaid,fixed,
2140,"Orchids the International School, Jalahalli",education,DTH Recharge,fixed,
2140,"Orchids the International School, Jalahalli",education,Cable Recharge,fixed,
2140,"Orchids the International School, Jalahalli",education,Electricity,fixed,
2140,"Orchids the International School, Jalahalli",education,Broadband,fixed,
2140,"Orchids the International School, Jalahalli",education,Gas,fixed,
2140,"Orchids the International School, Jalahalli",education,Water,fixed,
2140,"Orchids the International School, Jalahalli",education,Landline,fixed,
2140,"Orchids the International School, Jalahalli",education,Tax,fixed,
2140,"Orchids the International School, Jalahalli",education,Credit Card,fixed,
2140,"Orchids the International School, Jalahalli",education,Housing Society,fixed,
2140,"Orchids the International School, Jalahalli",education,OTT Subscription,fixed,
2140,"Orchids the International School, Jalahalli",education,Education Fees,fixed,
2140,"Orchids the International School, Jalahalli",education,Municipal Tax,fixed,
2140,"Orchids the International School, Jalahalli",education,Clubs & Associations,fixed,
2140,"Orchids the International School, Jalahalli",education,Cable TV,fixed,
2140,"Orchids the International School, Jalahalli",education,LPG Cylinder,fixed,
2140,"Orchids the International School, Jalahalli",education,Hospital,fixed,
2140,"Orchids the International School, Jalahalli",education,Insurance,fixed,
2140,"Orchids the International School, Jalahalli",education,Loan EMI,fixed,
2140,"Orchids the International School, Jalahalli",education,FASTag,fixed,
2140,"Orchids the International School, Jalahalli",education,Municipal Services,fixed,
2140,"Orchids the International School, Jalahalli",education,Subscription 2,fixed,
2160,"Orchids the International School, Kurla",education,Prepaid,fixed,
2160,"Orchids the International School, Kurla",education,Postpaid,fixed,
2160,"Orchids the International School, Kurla",education,DTH Recharge,fixed,
2160,"Orchids the International School, Kurla",education,Cable Recharge,fixed,
2160,"Orchids the International School, Kurla",education,Electricity,fixed,
2160,"Orchids the International School, Kurla",education,Broadband,fixed,
2160,"Orchids the International School, Kurla",education,Gas,fixed,
2160,"Orchids the International School, Kurla",education,Water,fixed,
2160,"Orchids the International School, Kurla",education,Landline,fixed,
2160,"Orchids the International School, Kurla",education,Tax,fixed,
2160,"Orchids the International School, Kurla",education,Credit Card,fixed,
2160,"Orchids the International School, Kurla",education,Housing Society,fixed,
2160,"Orchids the International School, Kurla",education,OTT Subscription,fixed,
2160,"Orchids the International School, Kurla",education,Education Fees,fixed,
2160,"Orchids the International School, Kurla",education,Municipal Tax,fixed,
2160,"Orchids the International School, Kurla",education,Clubs & Associations,fixed,
2160,"Orchids the International School, Kurla",education,Cable TV,fixed,
2160,"Orchids the International School, Kurla",education,LPG Cylinder,fixed,
2160,"Orchids the International School, Kurla",education,Hospital,fixed,
2160,"Orchids the International School, Kurla",education,Insurance,fixed,
2160,"Orchids the International School, Kurla",education,Loan EMI,fixed,
2160,"Orchids the International School, Kurla",education,FASTag,fixed,
2160,"Orchids the International School, Kurla",education,Municipal Services,fixed,
2160,"Orchids the International School, Kurla",education,Subscription 2,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Prepaid,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Postpaid,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,DTH Recharge,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Cable Recharge,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Electricity,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Broadband,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Gas,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Water,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Landline,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Tax,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Credit Card,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Housing Society,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,OTT Subscription,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Education Fees,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Municipal Tax,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Clubs & Associations,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Cable TV,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,LPG Cylinder,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Hospital,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Insurance,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Loan EMI,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,FASTag,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Municipal Services,fixed,
2142,"Orchids the International School, Mahalakshmi Layout",education,Subscription 2,fixed,
2143,"Orchids the International School, Majestic",education,Prepaid,fixed,
2143,"Orchids the International School, Majestic",education,Postpaid,fixed,
2143,"Orchids the International School, Majestic",education,DTH Recharge,fixed,
2143,"Orchids the International School, Majestic",education,Cable Recharge,fixed,
2143,"Orchids the International School, Majestic",education,Electricity,fixed,
2143,"Orchids the International School, Majestic",education,Broadband,fixed,
2143,"Orchids the International School, Majestic",education,Gas,fixed,
2143,"Orchids the International School, Majestic",education,Water,fixed,
2143,"Orchids the International School, Majestic",education,Landline,fixed,
2143,"Orchids the International School, Majestic",education,Tax,fixed,
2143,"Orchids the International School, Majestic",education,Credit Card,fixed,
2143,"Orchids the International School, Majestic",education,Housing Society,fixed,
2143,"Orchids the International School, Majestic",education,OTT Subscription,fixed,
2143,"Orchids the International School, Majestic",education,Education Fees,fixed,
2143,"Orchids the International School, Majestic",education,Municipal Tax,fixed,
2143,"Orchids the International School, Majestic",education,Clubs & Associations,fixed,
2143,"Orchids the International School, Majestic",education,Cable TV,fixed,
2143,"Orchids the International School, Majestic",education,LPG Cylinder,fixed,
2143,"Orchids the International School, Majestic",education,Hospital,fixed,
2143,"Orchids the International School, Majestic",education,Insurance,fixed,
2143,"Orchids the International School, Majestic",education,Loan EMI,fixed,
2143,"Orchids the International School, Majestic",education,FASTag,fixed,
2143,"Orchids the International School, Majestic",education,Municipal Services,fixed,
2143,"Orchids the International School, Majestic",education,Subscription 2,fixed,
2156,"Orchids the International School, Nigdi",education,Prepaid,fixed,
2156,"Orchids the International School, Nigdi",education,Postpaid,fixed,
2156,"Orchids the International School, Nigdi",education,DTH Recharge,fixed,
2156,"Orchids the International School, Nigdi",education,Cable Recharge,fixed,
2156,"Orchids the International School, Nigdi",education,Electricity,fixed,
2156,"Orchids the International School, Nigdi",education,Broadband,fixed,
2156,"Orchids the International School, Nigdi",education,Gas,fixed,
2156,"Orchids the International School, Nigdi",education,Water,fixed,
2156,"Orchids the International School, Nigdi",education,Landline,fixed,
2156,"Orchids the International School, Nigdi",education,Tax,fixed,
2156,"Orchids the International School, Nigdi",education,Credit Card,fixed,
2156,"Orchids the International School, Nigdi",education,Housing Society,fixed,
2156,"Orchids the International School, Nigdi",education,OTT Subscription,fixed,
2156,"Orchids the International School, Nigdi",education,Education Fees,fixed,
2156,"Orchids the International School, Nigdi",education,Municipal Tax,fixed,
2156,"Orchids the International School, Nigdi",education,Clubs & Associations,fixed,
2156,"Orchids the International School, Nigdi",education,Cable TV,fixed,
2156,"Orchids the International School, Nigdi",education,LPG Cylinder,fixed,
2156,"Orchids the International School, Nigdi",education,Hospital,fixed,
2156,"Orchids the International School, Nigdi",education,Insurance,fixed,
2156,"Orchids the International School, Nigdi",education,Loan EMI,fixed,
2156,"Orchids the International School, Nigdi",education,FASTag,fixed,
2156,"Orchids the International School, Nigdi",education,Municipal Services,fixed,
2156,"Orchids the International School, Nigdi",education,Subscription 2,fixed,
2161,"Orchids the International School, Pallagully",education,Prepaid,fixed,
2161,"Orchids the International School, Pallagully",education,Postpaid,fixed,
2161,"Orchids the International School, Pallagully",education,DTH Recharge,fixed,
2161,"Orchids the International School, Pallagully",education,Cable Recharge,fixed,
2161,"Orchids the International School, Pallagully",education,Electricity,fixed,
2161,"Orchids the International School, Pallagully",education,Broadband,fixed,
2161,"Orchids the International School, Pallagully",education,Gas,fixed,
2161,"Orchids the International School, Pallagully",education,Water,fixed,
2161,"Orchids the International School, Pallagully",education,Landline,fixed,
2161,"Orchids the International School, Pallagully",education,Tax,fixed,
2161,"Orchids the International School, Pallagully",education,Credit Card,fixed,
2161,"Orchids the International School, Pallagully",education,Housing Society,fixed,
2161,"Orchids the International School, Pallagully",education,OTT Subscription,fixed,
2161,"Orchids the International School, Pallagully",education,Education Fees,fixed,
2161,"Orchids the International School, Pallagully",education,Municipal Tax,fixed,
2161,"Orchids the International School, Pallagully",education,Clubs & Associations,fixed,
2161,"Orchids the International School, Pallagully",education,Cable TV,fixed,
2161,"Orchids the International School, Pallagully",education,LPG Cylinder,fixed,
2161,"Orchids the International School, Pallagully",education,Hospital,fixed,
2161,"Orchids the International School, Pallagully",education,Insurance,fixed,
2161,"Orchids the International School, Pallagully",education,Loan EMI,fixed,
2161,"Orchids the International School, Pallagully",education,FASTag,fixed,
2161,"Orchids the International School, Pallagully",education,Municipal Services,fixed,
2161,"Orchids the International School, Pallagully",education,Subscription 2,fixed,
2147,"Orchids the International School, Panathur",education,Prepaid,fixed,
2147,"Orchids the International School, Panathur",education,Postpaid,fixed,
2147,"Orchids the International School, Panathur",education,DTH Recharge,fixed,
2147,"Orchids the International School, Panathur",education,Cable Recharge,fixed,
2147,"Orchids the International School, Panathur",education,Electricity,fixed,
2147,"Orchids the International School, Panathur",education,Broadband,fixed,
2147,"Orchids the International School, Panathur",education,Gas,fixed,
2147,"Orchids the International School, Panathur",education,Water,fixed,
2147,"Orchids the International School, Panathur",education,Landline,fixed,
2147,"Orchids the International School, Panathur",education,Tax,fixed,
2147,"Orchids the International School, Panathur",education,Credit Card,fixed,
2147,"Orchids the International School, Panathur",education,Housing Society,fixed,
2147,"Orchids the International School, Panathur",education,OTT Subscription,fixed,
2147,"Orchids the International School, Panathur",education,Education Fees,fixed,
2147,"Orchids the International School, Panathur",education,Municipal Tax,fixed,
2147,"Orchids the International School, Panathur",education,Clubs & Associations,fixed,
2147,"Orchids the International School, Panathur",education,Cable TV,fixed,
2147,"Orchids the International School, Panathur",education,LPG Cylinder,fixed,
2147,"Orchids the International School, Panathur",education,Hospital,fixed,
2147,"Orchids the International School, Panathur",education,Insurance,fixed,
2147,"Orchids the International School, Panathur",education,Loan EMI,fixed,
2147,"Orchids the International School, Panathur",education,FASTag,fixed,
2147,"Orchids the International School, Panathur",education,Municipal Services,fixed,
2147,"Orchids the International School, Panathur",education,Subscription 2,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Prepaid,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Postpaid,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,DTH Recharge,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Cable Recharge,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Electricity,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Broadband,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Gas,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Water,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Landline,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Tax,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Credit Card,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Housing Society,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,OTT Subscription,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Education Fees,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Municipal Tax,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Clubs & Associations,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Cable TV,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,LPG Cylinder,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Hospital,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Insurance,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Loan EMI,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,FASTag,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Municipal Services,fixed,
2148,"Orchids the International School, Sahakar Nagar",education,Subscription 2,fixed,
2150,"Orchids the International School, Sarjapur",education,Prepaid,fixed,
2150,"Orchids the International School, Sarjapur",education,Postpaid,fixed,
2150,"Orchids the International School, Sarjapur",education,DTH Recharge,fixed,
2150,"Orchids the International School, Sarjapur",education,Cable Recharge,fixed,
2150,"Orchids the International School, Sarjapur",education,Electricity,fixed,
2150,"Orchids the International School, Sarjapur",education,Broadband,fixed,
2150,"Orchids the International School, Sarjapur",education,Gas,fixed,
2150,"Orchids the International School, Sarjapur",education,Water,fixed,
2150,"Orchids the International School, Sarjapur",education,Landline,fixed,
2150,"Orchids the International School, Sarjapur",education,Tax,fixed,
2150,"Orchids the International School, Sarjapur",education,Credit Card,fixed,
2150,"Orchids the International School, Sarjapur",education,Housing Society,fixed,
2150,"Orchids the International School, Sarjapur",education,OTT Subscription,fixed,
2150,"Orchids the International School, Sarjapur",education,Education Fees,fixed,
2150,"Orchids the International School, Sarjapur",education,Municipal Tax,fixed,
2150,"Orchids the International School, Sarjapur",education,Clubs & Associations,fixed,
2150,"Orchids the International School, Sarjapur",education,Cable TV,fixed,
2150,"Orchids the International School, Sarjapur",education,LPG Cylinder,fixed,
2150,"Orchids the International School, Sarjapur",education,Hospital,fixed,
2150,"Orchids the International School, Sarjapur",education,Insurance,fixed,
2150,"Orchids the International School, Sarjapur",education,Loan EMI,fixed,
2150,"Orchids the International School, Sarjapur",education,FASTag,fixed,
2150,"Orchids the International School, Sarjapur",education,Municipal Services,fixed,
2150,"Orchids the International School, Sarjapur",education,Subscription 2,fixed,
2151,"Orchids the International School, SchooviKids",education,Prepaid,fixed,
2151,"Orchids the International School, SchooviKids",education,Postpaid,fixed,
2151,"Orchids the International School, SchooviKids",education,DTH Recharge,fixed,
2151,"Orchids the International School, SchooviKids",education,Cable Recharge,fixed,
2151,"Orchids the International School, SchooviKids",education,Electricity,fixed,
2151,"Orchids the International School, SchooviKids",education,Broadband,fixed,
2151,"Orchids the International School, SchooviKids",education,Gas,fixed,
2151,"Orchids the International School, SchooviKids",education,Water,fixed,
2151,"Orchids the International School, SchooviKids",education,Landline,fixed,
2151,"Orchids the International School, SchooviKids",education,Tax,fixed,
2151,"Orchids the International School, SchooviKids",education,Credit Card,fixed,
2151,"Orchids the International School, SchooviKids",education,Housing Society,fixed,
2151,"Orchids the International School, SchooviKids",education,OTT Subscription,fixed,
2151,"Orchids the International School, SchooviKids",education,Education Fees,fixed,
2151,"Orchids the International School, SchooviKids",education,Municipal Tax,fixed,
2151,"Orchids the International School, SchooviKids",education,Clubs & Associations,fixed,
2151,"Orchids the International School, SchooviKids",education,Cable TV,fixed,
2151,"Orchids the International School, SchooviKids",education,LPG Cylinder,fixed,
2151,"Orchids the International School, SchooviKids",education,Hospital,fixed,
2151,"Orchids the International School, SchooviKids",education,Insurance,fixed,
2151,"Orchids the International School, SchooviKids",education,Loan EMI,fixed,
2151,"Orchids the International School, SchooviKids",education,FASTag,fixed,
2151,"Orchids the International School, SchooviKids",education,Municipal Services,fixed,
2151,"Orchids the International School, SchooviKids",education,Subscription 2,fixed,
2164,"Orchids the International School, Seawoods",education,Prepaid,fixed,
2164,"Orchids the International School, Seawoods",education,Postpaid,fixed,
2164,"Orchids the International School, Seawoods",education,DTH Recharge,fixed,
2164,"Orchids the International School, Seawoods",education,Cable Recharge,fixed,
2164,"Orchids the International School, Seawoods",education,Electricity,fixed,
2164,"Orchids the International School, Seawoods",education,Broadband,fixed,
2164,"Orchids the International School, Seawoods",education,Gas,fixed,
2164,"Orchids the International School, Seawoods",education,Water,fixed,
2164,"Orchids the International School, Seawoods",education,Landline,fixed,
2164,"Orchids the International School, Seawoods",education,Tax,fixed,
2164,"Orchids the International School, Seawoods",education,Credit Card,fixed,
2164,"Orchids the International School, Seawoods",education,Housing Society,fixed,
2164,"Orchids the International School, Seawoods",education,OTT Subscription,fixed,
2164,"Orchids the International School, Seawoods",education,Education Fees,fixed,
2164,"Orchids the International School, Seawoods",education,Municipal Tax,fixed,
2164,"Orchids the International School, Seawoods",education,Clubs & Associations,fixed,
2164,"Orchids the International School, Seawoods",education,Cable TV,fixed,
2164,"Orchids the International School, Seawoods",education,LPG Cylinder,fixed,
2164,"Orchids the International School, Seawoods",education,Hospital,fixed,
2164,"Orchids the International School, Seawoods",education,Insurance,fixed,
2164,"Orchids the International School, Seawoods",education,Loan EMI,fixed,
2164,"Orchids the International School, Seawoods",education,FASTag,fixed,
2164,"Orchids the International School, Seawoods",education,Municipal Services,fixed,
2164,"Orchids the International School, Seawoods",education,Subscription 2,fixed,
2157,"Orchids the International School, Tathawade",education,Prepaid,fixed,
