Operator ID,Operator Name,Operator Type,Service Subcategory,Commission Type,B2B Commission BELOW 5K
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Prepaid,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Postpaid,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,DTH Recharge,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Cable Recharge,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Electricity,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Broadband,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Gas,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Water,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Landline,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Tax,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Credit Card,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Housing Society,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,OTT Subscription,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Education Fees,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Municipal Tax,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Clubs & Associations,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Cable TV,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,LPG Cylinder,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Hospital,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Insurance,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Loan EMI,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,FASTag,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Municipal Services,fixed,
1124,"A.M.U.P.S., Melmuri South, Malappuram",education,Subscription 2,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Prepaid,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Postpaid,fixed,
300,AAVAS FINANCIERS LIMITED,loan,DTH Recharge,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Cable Recharge,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Electricity,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Broadband,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Gas,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Water,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Landline,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Tax,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Credit Card,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Housing Society,fixed,
300,AAVAS FINANCIERS LIMITED,loan,OTT Subscription,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Education Fees,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Municipal Tax,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Clubs & Associations,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Cable TV,fixed,
300,AAVAS FINANCIERS LIMITED,loan,LPG Cylinder,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Hospital,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Insurance,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Loan EMI,fixed,
300,AAVAS FINANCIERS LIMITED,loan,FASTag,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Municipal Services,fixed,
300,AAVAS FINANCIERS LIMITED,loan,Subscription 2,fixed,
159,ACT Fibernet,broadband,Prepaid,fixed,
159,ACT Fibernet,broadband,Postpaid,fixed,
159,ACT Fibernet,broadband,DTH Recharge,fixed,
159,ACT Fibernet,broadband,Cable Recharge,fixed,
159,ACT Fibernet,broadband,Electricity,fixed,
159,ACT Fibernet,broadband,Broadband,fixed,
159,ACT Fibernet,broadband,Gas,fixed,
159,ACT Fibernet,broadband,Water,fixed,
159,ACT Fibernet,broadband,Landline,fixed,
159,ACT Fibernet,broadband,Tax,fixed,
159,ACT Fibernet,broadband,Credit Card,fixed,
159,ACT Fibernet,broadband,Housing Society,fixed,
159,ACT Fibernet,broadband,OTT Subscription,fixed,
159,ACT Fibernet,broadband,Education Fees,fixed,
159,ACT Fibernet,broadband,Municipal Tax,fixed,
159,ACT Fibernet,broadband,Clubs & Associations,fixed,
159,ACT Fibernet,broadband,Cable TV,fixed,
159,ACT Fibernet,broadband,LPG Cylinder,fixed,
159,ACT Fibernet,broadband,Hospital,fixed,
159,ACT Fibernet,broadband,Insurance,fixed,
159,ACT Fibernet,broadband,Loan EMI,fixed,
159,ACT Fibernet,broadband,FASTag,fixed,
159,ACT Fibernet,broadband,Municipal Services,fixed,
159,ACT Fibernet,broadband,Subscription 2,fixed,
5420,AEML SEEPZ Limited,electricity,Prepaid,fixed,
5420,AEML SEEPZ Limited,electricity,Postpaid,fixed,
5420,AEML SEEPZ Limited,electricity,DTH Recharge,fixed,
5420,AEML SEEPZ Limited,electricity,Cable Recharge,fixed,
5420,AEML SEEPZ Limited,electricity,Electricity,fixed,
5420,AEML SEEPZ Limited,electricity,Broadband,fixed,
5420,AEML SEEPZ Limited,electricity,Gas,fixed,
5420,AEML SEEPZ Limited,electricity,Water,fixed,
5420,AEML SEEPZ Limited,electricity,Landline,fixed,
5420,AEML SEEPZ Limited,electricity,Tax,fixed,
5420,AEML SEEPZ Limited,electricity,Credit Card,fixed,
5420,AEML SEEPZ Limited,electricity,Housing Society,fixed,
5420,AEML SEEPZ Limited,electricity,OTT Subscription,fixed,
5420,AEML SEEPZ Limited,electricity,Education Fees,fixed,
5420,AEML SEEPZ Limited,electricity,Municipal Tax,fixed,
5420,AEML SEEPZ Limited,electricity,Clubs & Associations,fixed,
5420,AEML SEEPZ Limited,electricity,Cable TV,fixed,
5420,AEML SEEPZ Limited,electricity,LPG Cylinder,fixed,
5420,AEML SEEPZ Limited,electricity,Hospital,fixed,
5420,AEML SEEPZ Limited,electricity,Insurance,fixed,
5420,AEML SEEPZ Limited,electricity,Loan EMI,fixed,
5420,AEML SEEPZ Limited,electricity,FASTag,fixed,
5420,AEML SEEPZ Limited,electricity,Municipal Services,fixed,
5420,AEML SEEPZ Limited,electricity,Subscription 2,fixed,
1125,"AES Public School, Erumapetty",education,Prepaid,fixed,
1125,"AES Public School, Erumapetty",education,Postpaid,fixed,
1125,"AES Public School, Erumapetty",education,DTH Recharge,fixed,
1125,"AES Public School, Erumapetty",education,Cable Recharge,fixed,
1125,"AES Public School, Erumapetty",education,Electricity,fixed,
1125,"AES Public School, Erumapetty",education,Broadband,fixed,
1125,"AES Public School, Erumapetty",education,Gas,fixed,
1125,"AES Public School, Erumapetty",education,Water,fixed,
1125,"AES Public School, Erumapetty",education,Landline,fixed,
1125,"AES Public School, Erumapetty",education,Tax,fixed,
1125,"AES Public School, Erumapetty",education,Credit Card,fixed,
1125,"AES Public School, Erumapetty",education,Housing Society,fixed,
1125,"AES Public School, Erumapetty",education,OTT Subscription,fixed,
1125,"AES Public School, Erumapetty",education,Education Fees,fixed,
1125,"AES Public School, Erumapetty",education,Municipal Tax,fixed,
1125,"AES Public School, Erumapetty",education,Clubs & Associations,fixed,
1125,"AES Public School, Erumapetty",education,Cable TV,fixed,
1125,"AES Public School, Erumapetty",education,LPG Cylinder,fixed,
1125,"AES Public School, Erumapetty",education,Hospital,fixed,
1125,"AES Public School, Erumapetty",education,Insurance,fixed,
1125,"AES Public School, Erumapetty",education,Loan EMI,fixed,
1125,"AES Public School, Erumapetty",education,FASTag,fixed,
1125,"AES Public School, Erumapetty",education,Municipal Services,fixed,
1125,"AES Public School, Erumapetty",education,Subscription 2,fixed,
5629,AIFID Academy,education,Prepaid,fixed,
5629,AIFID Academy,education,Postpaid,fixed,
5629,AIFID Academy,education,DTH Recharge,fixed,
5629,AIFID Academy,education,Cable Recharge,fixed,
5629,AIFID Academy,education,Electricity,fixed,
5629,AIFID Academy,education,Broadband,fixed,
5629,AIFID Academy,education,Gas,fixed,
5629,AIFID Academy,education,Water,fixed,
5629,AIFID Academy,education,Landline,fixed,
5629,AIFID Academy,education,Tax,fixed,
5629,AIFID Academy,education,Credit Card,fixed,
5629,AIFID Academy,education,Housing Society,fixed,
5629,AIFID Academy,education,OTT Subscription,fixed,
5629,AIFID Academy,education,Education Fees,fixed,
5629,AIFID Academy,education,Municipal Tax,fixed,
5629,AIFID Academy,education,Clubs & Associations,fixed,
5629,AIFID Academy,education,Cable TV,fixed,
5629,AIFID Academy,education,LPG Cylinder,fixed,
5629,AIFID Academy,education,Hospital,fixed,
5629,AIFID Academy,education,Insurance,fixed,
5629,AIFID Academy,education,Loan EMI,fixed,
5629,AIFID Academy,education,FASTag,fixed,
5629,AIFID Academy,education,Municipal Services,fixed,
5629,AIFID Academy,education,Subscription 2,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Prepaid,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Postpaid,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,DTH Recharge,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Cable Recharge,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Electricity,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Broadband,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Gas,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Water,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Landline,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Tax,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Credit Card,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Housing Society,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,OTT Subscription,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Education Fees,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Municipal Tax,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Clubs & Associations,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Cable TV,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,LPG Cylinder,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Hospital,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Insurance,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Loan EMI,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,FASTag,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Municipal Services,fixed,
5421,"AIS English Medium School, Arakkuparamba",education,Subscription 2,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Prepaid,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Postpaid,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,DTH Recharge,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Cable Recharge,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Electricity,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Broadband,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Gas,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Water,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Landline,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Tax,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Credit Card,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Housing Society,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,OTT Subscription,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Education Fees,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Municipal Tax,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Clubs & Associations,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Cable TV,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,LPG Cylinder,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Hospital,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Insurance,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Loan EMI,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,FASTag,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Municipal Services,fixed,
1126,"AKM Higher Secondary School, Kottakkal",education,Subscription 2,fixed,
1054,ALLEN Career Institute,education,Prepaid,fixed,
1054,ALLEN Career Institute,education,Postpaid,fixed,
1054,ALLEN Career Institute,education,DTH Recharge,fixed,
1054,ALLEN Career Institute,education,Cable Recharge,fixed,
1054,ALLEN Career Institute,education,Electricity,fixed,
1054,ALLEN Career Institute,education,Broadband,fixed,
1054,ALLEN Career Institute,education,Gas,fixed,
1054,ALLEN Career Institute,education,Water,fixed,
1054,ALLEN Career Institute,education,Landline,fixed,
1054,ALLEN Career Institute,education,Tax,fixed,
1054,ALLEN Career Institute,education,Credit Card,fixed,
1054,ALLEN Career Institute,education,Housing Society,fixed,
1054,ALLEN Career Institute,education,OTT Subscription,fixed,
1054,ALLEN Career Institute,education,Education Fees,fixed,
1054,ALLEN Career Institute,education,Municipal Tax,fixed,
1054,ALLEN Career Institute,education,Clubs & Associations,fixed,
1054,ALLEN Career Institute,education,Cable TV,fixed,
1054,ALLEN Career Institute,education,LPG Cylinder,fixed,
1054,ALLEN Career Institute,education,Hospital,fixed,
1054,ALLEN Career Institute,education,Insurance,fixed,
1054,ALLEN Career Institute,education,Loan EMI,fixed,
1054,ALLEN Career Institute,education,FASTag,fixed,
1054,ALLEN Career Institute,education,Municipal Services,fixed,
1054,ALLEN Career Institute,education,Subscription 2,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Prepaid,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Postpaid,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,DTH Recharge,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Cable Recharge,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Electricity,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Broadband,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Gas,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Water,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Landline,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Tax,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Credit Card,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Housing Society,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,OTT Subscription,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Education Fees,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Municipal Tax,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Clubs & Associations,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Cable TV,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,LPG Cylinder,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Hospital,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Insurance,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Loan EMI,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,FASTag,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Municipal Services,fixed,
1541,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,education,Subscription 2,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Prepaid,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Postpaid,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,DTH Recharge,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Cable Recharge,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Electricity,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Broadband,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Gas,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Water,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Landline,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Tax,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Credit Card,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Housing Society,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,OTT Subscription,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Education Fees,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Municipal Tax,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Clubs & Associations,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Cable TV,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,LPG Cylinder,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Hospital,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Insurance,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Loan EMI,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,FASTag,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Municipal Services,fixed,
1382,"ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA, Pincode- 683550",education,Subscription 2,fixed,
312,APAC Financial Services Pvt Ltd,loan,Prepaid,fixed,
312,APAC Financial Services Pvt Ltd,loan,Postpaid,fixed,
312,APAC Financial Services Pvt Ltd,loan,DTH Recharge,fixed,
312,APAC Financial Services Pvt Ltd,loan,Cable Recharge,fixed,
312,APAC Financial Services Pvt Ltd,loan,Electricity,fixed,
312,APAC Financial Services Pvt Ltd,loan,Broadband,fixed,
312,APAC Financial Services Pvt Ltd,loan,Gas,fixed,
312,APAC Financial Services Pvt Ltd,loan,Water,fixed,
312,APAC Financial Services Pvt Ltd,loan,Landline,fixed,
312,APAC Financial Services Pvt Ltd,loan,Tax,fixed,
312,APAC Financial Services Pvt Ltd,loan,Credit Card,fixed,
312,APAC Financial Services Pvt Ltd,loan,Housing Society,fixed,
312,APAC Financial Services Pvt Ltd,loan,OTT Subscription,fixed,
312,APAC Financial Services Pvt Ltd,loan,Education Fees,fixed,
312,APAC Financial Services Pvt Ltd,loan,Municipal Tax,fixed,
312,APAC Financial Services Pvt Ltd,loan,Clubs & Associations,fixed,
312,APAC Financial Services Pvt Ltd,loan,Cable TV,fixed,
312,APAC Financial Services Pvt Ltd,loan,LPG Cylinder,fixed,
312,APAC Financial Services Pvt Ltd,loan,Hospital,fixed,
312,APAC Financial Services Pvt Ltd,loan,Insurance,fixed,
312,APAC Financial Services Pvt Ltd,loan,Loan EMI,fixed,
312,APAC Financial Services Pvt Ltd,loan,FASTag,fixed,
312,APAC Financial Services Pvt Ltd,loan,Municipal Services,fixed,
312,APAC Financial Services Pvt Ltd,loan,Subscription 2,fixed,
1359,"APRM Central School, Kollam",education,Prepaid,fixed,
1359,"APRM Central School, Kollam",education,Postpaid,fixed,
1359,"APRM Central School, Kollam",education,DTH Recharge,fixed,
1359,"APRM Central School, Kollam",education,Cable Recharge,fixed,
1359,"APRM Central School, Kollam",education,Electricity,fixed,
1359,"APRM Central School, Kollam",education,Broadband,fixed,
1359,"APRM Central School, Kollam",education,Gas,fixed,
1359,"APRM Central School, Kollam",education,Water,fixed,
1359,"APRM Central School, Kollam",education,Landline,fixed,
1359,"APRM Central School, Kollam",education,Tax,fixed,
1359,"APRM Central School, Kollam",education,Credit Card,fixed,
1359,"APRM Central School, Kollam",education,Housing Society,fixed,
1359,"APRM Central School, Kollam",education,OTT Subscription,fixed,
1359,"APRM Central School, Kollam",education,Education Fees,fixed,
1359,"APRM Central School, Kollam",education,Municipal Tax,fixed,
1359,"APRM Central School, Kollam",education,Clubs & Associations,fixed,
1359,"APRM Central School, Kollam",education,Cable TV,fixed,
1359,"APRM Central School, Kollam",education,LPG Cylinder,fixed,
1359,"APRM Central School, Kollam",education,Hospital,fixed,
1359,"APRM Central School, Kollam",education,Insurance,fixed,
1359,"APRM Central School, Kollam",education,Loan EMI,fixed,
1359,"APRM Central School, Kollam",education,FASTag,fixed,
1359,"APRM Central School, Kollam",education,Municipal Services,fixed,
1359,"APRM Central School, Kollam",education,Subscription 2,fixed,
5064,ASA International India Microfinance Limited,loan,Prepaid,fixed,
5064,ASA International India Microfinance Limited,loan,Postpaid,fixed,
5064,ASA International India Microfinance Limited,loan,DTH Recharge,fixed,
5064,ASA International India Microfinance Limited,loan,Cable Recharge,fixed,
5064,ASA International India Microfinance Limited,loan,Electricity,fixed,
5064,ASA International India Microfinance Limited,loan,Broadband,fixed,
5064,ASA International India Microfinance Limited,loan,Gas,fixed,
5064,ASA International India Microfinance Limited,loan,Water,fixed,
5064,ASA International India Microfinance Limited,loan,Landline,fixed,
5064,ASA International India Microfinance Limited,loan,Tax,fixed,
5064,ASA International India Microfinance Limited,loan,Credit Card,fixed,
5064,ASA International India Microfinance Limited,loan,Housing Society,fixed,
5064,ASA International India Microfinance Limited,loan,OTT Subscription,fixed,
5064,ASA International India Microfinance Limited,loan,Education Fees,fixed,
5064,ASA International India Microfinance Limited,loan,Municipal Tax,fixed,
5064,ASA International India Microfinance Limited,loan,Clubs & Associations,fixed,
5064,ASA International India Microfinance Limited,loan,Cable TV,fixed,
5064,ASA International India Microfinance Limited,loan,LPG Cylinder,fixed,
5064,ASA International India Microfinance Limited,loan,Hospital,fixed,
5064,ASA International India Microfinance Limited,loan,Insurance,fixed,
5064,ASA International India Microfinance Limited,loan,Loan EMI,fixed,
5064,ASA International India Microfinance Limited,loan,FASTag,fixed,
5064,ASA International India Microfinance Limited,loan,Municipal Services,fixed,
5064,ASA International India Microfinance Limited,loan,Subscription 2,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Prepaid,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Postpaid,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,DTH Recharge,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Cable Recharge,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Electricity,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Broadband,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Gas,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Water,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Landline,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Tax,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Credit Card,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Housing Society,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,OTT Subscription,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Education Fees,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Municipal Tax,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Clubs & Associations,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Cable TV,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,LPG Cylinder,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Hospital,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Insurance,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Loan EMI,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,FASTag,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Municipal Services,fixed,
1156,"ASSISI EMM HSS, Thalakkottukkara",education,Subscription 2,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Prepaid,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Postpaid,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,DTH Recharge,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Cable Recharge,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Electricity,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Broadband,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Gas,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Water,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Landline,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Tax,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Credit Card,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Housing Society,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,OTT Subscription,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Education Fees,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Municipal Tax,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Clubs & Associations,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Cable TV,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,LPG Cylinder,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Hospital,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Insurance,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Loan EMI,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,FASTag,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Municipal Services,fixed,
1369,"ASSISI SCHOOL BANGALORE, Pincode- 560049",education,Subscription 2,fixed,
1095,"ASSISI,Bangalore",education,Prepaid,fixed,
1095,"ASSISI,Bangalore",education,Postpaid,fixed,
1095,"ASSISI,Bangalore",education,DTH Recharge,fixed,
1095,"ASSISI,Bangalore",education,Cable Recharge,fixed,
1095,"ASSISI,Bangalore",education,Electricity,fixed,
1095,"ASSISI,Bangalore",education,Broadband,fixed,
1095,"ASSISI,Bangalore",education,Gas,fixed,
1095,"ASSISI,Bangalore",education,Water,fixed,
1095,"ASSISI,Bangalore",education,Landline,fixed,
1095,"ASSISI,Bangalore",education,Tax,fixed,
1095,"ASSISI,Bangalore",education,Credit Card,fixed,
1095,"ASSISI,Bangalore",education,Housing Society,fixed,
1095,"ASSISI,Bangalore",education,OTT Subscription,fixed,
1095,"ASSISI,Bangalore",education,Education Fees,fixed,
